"","iphash","fingerprint","ipid","q","skip","type","ntrials","startweight","endweight","modeweight","len","unique.weights","time.trial","training","post.training","fingerid"
"335","4a4e92ae765ccb84210039a0c01d6525","a552f6edcdbccb99b19e0b3cd6723617","69.57.44",7,0,"y",25,0.35,0.4,0.35,4,3,16,FALSE,FALSE,139
"336","4a4e92ae765ccb84210039a0c01d6525","a552f6edcdbccb99b19e0b3cd6723617","69.57.44",8,0,"x",25,0.6,0.4,0.4,15,11,21,FALSE,FALSE,139
"337","4a4e92ae765ccb84210039a0c01d6525","a552f6edcdbccb99b19e0b3cd6723617","69.57.44",9,0,"y",25,0.35,0.3,0.3,4,3,6,FALSE,FALSE,139
"338","4a4e92ae765ccb84210039a0c01d6525","a552f6edcdbccb99b19e0b3cd6723617","69.57.44",10,0,"x",25,0.25,0.35,0.25,3,3,1.38333333333333,FALSE,FALSE,139
"339","4a4e92ae765ccb84210039a0c01d6525","a552f6edcdbccb99b19e0b3cd6723617","69.57.44",11,0,"y",25,0.75,0.45,0.45,14,13,22,FALSE,FALSE,139
"340","4a4e92ae765ccb84210039a0c01d6525","a552f6edcdbccb99b19e0b3cd6723617","69.57.44",12,0,"x",25,0.5,0.4,0.4,7,5,12,FALSE,FALSE,139
"341","4a4e92ae765ccb84210039a0c01d6525","a552f6edcdbccb99b19e0b3cd6723617","69.57.44",13,0,"x",25,0.75,0.45,0.45,14,13,22,FALSE,FALSE,139
"342","4a4e92ae765ccb84210039a0c01d6525","a552f6edcdbccb99b19e0b3cd6723617","69.57.44",14,0,"x",25,0.55,0.525,0.55,2,2,4,FALSE,FALSE,139
"343","4a4e92ae765ccb84210039a0c01d6525","a552f6edcdbccb99b19e0b3cd6723617","69.57.44",15,0,"y",25,0.5,0.3,0.3,9,6,12,FALSE,FALSE,139
"344","4a4e92ae765ccb84210039a0c01d6525","a552f6edcdbccb99b19e0b3cd6723617","69.57.44",17,0,"x",25,0.25,0.45,0.45,7,6,11,FALSE,FALSE,139
"345","4a4e92ae765ccb84210039a0c01d6525","a552f6edcdbccb99b19e0b3cd6723617","69.57.44",18,0,"x",25,0.35,0.3,0.35,2,2,9,FALSE,FALSE,139
"346","4a4e92ae765ccb84210039a0c01d6525","a552f6edcdbccb99b19e0b3cd6723617","69.57.44",19,0,"x",25,0,0.0999999999999996,0.0999999999999996,4,3,13,FALSE,FALSE,139
"347","4a4e92ae765ccb84210039a0c01d6525","a552f6edcdbccb99b19e0b3cd6723617","69.57.44",20,0,"y",25,0,0.3,0,7,6,12,FALSE,FALSE,139
"348","4a4e92ae765ccb84210039a0c01d6525","a552f6edcdbccb99b19e0b3cd6723617","69.57.44",21,0,"y",25,0.55,0.4,0.55,5,5,11,FALSE,FALSE,139
"349","4a4e92ae765ccb84210039a0c01d6525","a552f6edcdbccb99b19e0b3cd6723617","69.57.44",22,0,"x",25,0.75,0.45,0.45,14,13,25,FALSE,FALSE,139
"350","4a4e92ae765ccb84210039a0c01d6525","a552f6edcdbccb99b19e0b3cd6723617","69.57.44",23,0,"x",25,0.3,0.25,0.25,6,4,14,FALSE,FALSE,139
"351","4a4e92ae765ccb84210039a0c01d6525","aabc34d2d7c978eec993a2965cb6fcb2","69.57.44",0,0,"x",13,0,0.55,0,11,11,1.51666666666667,FALSE,FALSE,143
"352","4a4e92ae765ccb84210039a0c01d6525","aabc34d2d7c978eec993a2965cb6fcb2","69.57.44",1,0,"x",13,0.35,0.55,0.35,6,6,42,FALSE,FALSE,143
"353","4a4e92ae765ccb84210039a0c01d6525","aabc34d2d7c978eec993a2965cb6fcb2","69.57.44",2,0,"x",13,0.75,0.575,0.75,8,8,25,FALSE,FALSE,143
"354","4a4e92ae765ccb84210039a0c01d6525","aabc34d2d7c978eec993a2965cb6fcb2","69.57.44",3,0,"y",13,0,0.3,0,9,7,1.13333333333333,FALSE,FALSE,143
"355","4a4e92ae765ccb84210039a0c01d6525","aabc34d2d7c978eec993a2965cb6fcb2","69.57.44",5,0,"y",13,0.75,0.525,0.75,10,10,39,FALSE,FALSE,143
"356","4a4e92ae765ccb84210039a0c01d6525","aabc34d2d7c978eec993a2965cb6fcb2","69.57.44",6,0,"y",13,0.25,0.35,0.25,3,3,8,FALSE,FALSE,143
"357","4a4e92ae765ccb84210039a0c01d6525","aabc34d2d7c978eec993a2965cb6fcb2","69.57.44",7,0,"x",13,0.5,0.35,0.5,6,5,13,FALSE,FALSE,143
"358","4a4e92ae765ccb84210039a0c01d6525","aabc34d2d7c978eec993a2965cb6fcb2","69.57.44",9,0,"y",13,0.625,0.575,0.625,3,3,16,FALSE,FALSE,143
"359","4a4e92ae765ccb84210039a0c01d6525","aabc34d2d7c978eec993a2965cb6fcb2","69.57.44",10,0,"x",13,0.65,0.525,0.65,29,23,2.08333333333333,FALSE,FALSE,143
"360","4a4e92ae765ccb84210039a0c01d6525","aabc34d2d7c978eec993a2965cb6fcb2","69.57.44",11,0,"x",13,0.625,0.55,0.625,4,4,12,FALSE,FALSE,143
"361","4a4e92ae765ccb84210039a0c01d6525","aabc34d2d7c978eec993a2965cb6fcb2","69.57.44",12,0,"y",13,0.675,0.55,0.675,6,6,15,FALSE,FALSE,143
"362","4deeef9a4d117eeafb5842856d611aa6","6c9f0be91bbb11485bdeeebaa32f144b","207.229.10",0,0,"y",1,0,0,0,38,3,28,FALSE,FALSE,97
"363","4df90e29db4b301b7897726cef8e6114","959ffff2aee07b87f41da93bcbe7cfd1","24.11.36",0,0,"x",1,0.0999999999999996,0.25,0.0999999999999996,4,4,2,TRUE,FALSE,128
"364","4f4a0137a650868c318eee281a006e93","43be4ecfacb7d3b995905e541cf01699","24.105.200",0,0,"x",15,-0.25,0.0999999999999996,-0.25,5,4,10,TRUE,FALSE,61
"365","4f4a0137a650868c318eee281a006e93","43be4ecfacb7d3b995905e541cf01699","24.105.200",2,0,"x",15,0.5,0.575,0.5,4,4,8,FALSE,TRUE,61
"366","4f4a0137a650868c318eee281a006e93","43be4ecfacb7d3b995905e541cf01699","24.105.200",3,0,"x",15,1,0.85,1,4,4,9,FALSE,TRUE,61
"367","4f4a0137a650868c318eee281a006e93","43be4ecfacb7d3b995905e541cf01699","24.105.200",4,0,"x",15,0,0.3,0,5,5,15,FALSE,TRUE,61
"368","4f4a0137a650868c318eee281a006e93","43be4ecfacb7d3b995905e541cf01699","24.105.200",5,0,"x",15,0.6,0.575,0.6,2,2,3,FALSE,TRUE,61
"369","4f4a0137a650868c318eee281a006e93","43be4ecfacb7d3b995905e541cf01699","24.105.200",6,0,"y",15,1,0.75,1,8,8,29,FALSE,TRUE,61
"370","4f4a0137a650868c318eee281a006e93","43be4ecfacb7d3b995905e541cf01699","24.105.200",8,0,"y",15,0.6,0.625,0.6,6,4,30,FALSE,TRUE,61
"371","4f4a0137a650868c318eee281a006e93","43be4ecfacb7d3b995905e541cf01699","24.105.200",9,0,"y",15,0,0.25,0,4,4,6,FALSE,TRUE,61
"372","4f4a0137a650868c318eee281a006e93","43be4ecfacb7d3b995905e541cf01699","24.105.200",10,0,"x",15,0.3,0.45,0.3,4,4,8,FALSE,TRUE,61
"373","4f4a0137a650868c318eee281a006e93","43be4ecfacb7d3b995905e541cf01699","24.105.200",11,0,"y",15,0.55,0.6,0.55,3,3,10,FALSE,TRUE,61
"374","4f528409e68a2fe8947455a559cdef2c","cd0355215a3c72017deb891df0e16dee","76.169.199",0,0,"y",1,0.725,1.75,0.725,43,35,56,FALSE,FALSE,171
"375","50ed125d77ae48ad53206901c04e06a3","28ae86f0a473f1e3790c7ddd9b541764","98.225.65",0,0,"x",12,0.0999999999999996,1.3,0.25,94,40,1.56666666666667,TRUE,FALSE,37
"376","50ed125d77ae48ad53206901c04e06a3","28ae86f0a473f1e3790c7ddd9b541764","98.225.65",1,0,"y",12,1.4,4.5,1.4,12,12,7,TRUE,FALSE,37
"377","50ed125d77ae48ad53206901c04e06a3","28ae86f0a473f1e3790c7ddd9b541764","98.225.65",6,0,"y",12,1,2.25,1,35,34,28,FALSE,TRUE,37
"378","50ed125d77ae48ad53206901c04e06a3","28ae86f0a473f1e3790c7ddd9b541764","98.225.65",8,0,"y",12,2.75,0,2.75,19,14,20,FALSE,TRUE,37
"379","50ed125d77ae48ad53206901c04e06a3","28ae86f0a473f1e3790c7ddd9b541764","98.225.65",8,0,"x",12,-0.5,-1,-0.5,3,3,2,FALSE,TRUE,37
"380","50ed125d77ae48ad53206901c04e06a3","28ae86f0a473f1e3790c7ddd9b541764","98.225.65",9,0,"y",12,0.35,0.7,0.35,12,12,12,FALSE,TRUE,37
"381","50ed125d77ae48ad53206901c04e06a3","28ae86f0a473f1e3790c7ddd9b541764","98.225.65",10,0,"x",12,0.5,0.65,0.5,7,7,9,FALSE,TRUE,37
"382","51c5cc32dea3acebe1822d097ed34483","73b408565134a623b73b534754123045","66.91.60",0,0,"x",14,0.0999999999999996,0,0,62,37,1.9,TRUE,FALSE,102
"383","51c5cc32dea3acebe1822d097ed34483","73b408565134a623b73b534754123045","66.91.60",1,0,"y",14,0.0999999999999996,0.35,0.0999999999999996,5,5,7,TRUE,FALSE,102
"384","51c5cc32dea3acebe1822d097ed34483","73b408565134a623b73b534754123045","66.91.60",2,0,"x",14,0.5,0.8,0.5,13,13,20,FALSE,TRUE,102
"385","51c5cc32dea3acebe1822d097ed34483","73b408565134a623b73b534754123045","66.91.60",3,0,"x",14,1,0.525,1,46,31,47,FALSE,TRUE,102
"386","51c5cc32dea3acebe1822d097ed34483","73b408565134a623b73b534754123045","66.91.60",4,0,"x",14,0,0,0,35,18,50,FALSE,TRUE,102
"387","51c5cc32dea3acebe1822d097ed34483","73b408565134a623b73b534754123045","66.91.60",5,0,"y",14,0.0999999999999996,0.2,0.0999999999999996,2,2,1,FALSE,TRUE,102
"388","51c5cc32dea3acebe1822d097ed34483","73b408565134a623b73b534754123045","66.91.60",6,0,"y",14,1,-0.25,1,26,26,20,FALSE,TRUE,102
"389","51c5cc32dea3acebe1822d097ed34483","73b408565134a623b73b534754123045","66.91.60",7,0,"y",14,0.5,0.0999999999999996,0.5,30,19,31,FALSE,TRUE,102
"390","51c5cc32dea3acebe1822d097ed34483","73b408565134a623b73b534754123045","66.91.60",8,0,"x",14,0.25,0.3,0.25,16,9,25,FALSE,TRUE,102
"391","51c5cc32dea3acebe1822d097ed34483","73b408565134a623b73b534754123045","66.91.60",9,0,"y",14,0,0.25,0,48,26,48,FALSE,TRUE,102
"392","51c5cc32dea3acebe1822d097ed34483","73b408565134a623b73b534754123045","66.91.60",10,0,"x",14,0.35,0.65,0.35,10,10,10,FALSE,TRUE,102
"393","51c5cc32dea3acebe1822d097ed34483","73b408565134a623b73b534754123045","66.91.60",11,0,"y",14,0.625,0.675,0.625,31,17,28,FALSE,TRUE,102
"394","51c5cc32dea3acebe1822d097ed34483","73b408565134a623b73b534754123045","66.91.60",12,0,"y",14,0.5,0.6,0.5,6,6,11,FALSE,TRUE,102
"395","521afcf6dbf77ee583e505bf6d294852","5ba57122310592e9e562043a94608e60","173.49.92",0,0,"y",18,0.0999999999999996,0,0.0999999999999996,70,35,3.16666666666667,FALSE,FALSE,83
"396","521afcf6dbf77ee583e505bf6d294852","5ba57122310592e9e562043a94608e60","173.49.92",0,0,"x",18,0.525,0.525,0.525,2,2,0,FALSE,FALSE,83
"397","521afcf6dbf77ee583e505bf6d294852","5ba57122310592e9e562043a94608e60","173.49.92",3,0,"x",18,0.75,0.75,0.75,3,2,1.16666666666667,FALSE,FALSE,83
"398","521afcf6dbf77ee583e505bf6d294852","5ba57122310592e9e562043a94608e60","173.49.92",4,0,"y",18,0.35,0,0.35,6,6,9,FALSE,FALSE,83
"399","521afcf6dbf77ee583e505bf6d294852","5ba57122310592e9e562043a94608e60","173.49.92",10,0,"y",18,0.5,0,0.5,9,9,12,FALSE,FALSE,83
"400","521afcf6dbf77ee583e505bf6d294852","5ba57122310592e9e562043a94608e60","173.49.92",13,0,"y",18,0.75,0,0,21,20,23,FALSE,FALSE,83
"401","521afcf6dbf77ee583e505bf6d294852","5ba57122310592e9e562043a94608e60","173.49.92",16,0,"y",18,0.25,0,0.25,4,4,7,FALSE,FALSE,83
"402","529edff640e51418c025a77b9e969938","354f380dce792b141f4d9a1da4e54427","200.104.1",0,0,"x",8,0.725,0.65,0.65,20,12,27,FALSE,FALSE,47
"403","529edff640e51418c025a77b9e969938","354f380dce792b141f4d9a1da4e54427","200.104.1",1,0,"y",8,0,0.65,0,15,15,23,FALSE,FALSE,47
"404","529edff640e51418c025a77b9e969938","354f380dce792b141f4d9a1da4e54427","200.104.1",2,0,"y",8,0.55,0.9,0.55,17,15,58,FALSE,FALSE,47
"405","529edff640e51418c025a77b9e969938","354f380dce792b141f4d9a1da4e54427","200.104.1",3,0,"y",8,0.75,0.725,0.75,40,20,39,FALSE,FALSE,47
"406","529edff640e51418c025a77b9e969938","354f380dce792b141f4d9a1da4e54427","200.104.1",4,0,"x",8,0.55,0.625,0.55,4,4,14,FALSE,FALSE,47
"407","529edff640e51418c025a77b9e969938","354f380dce792b141f4d9a1da4e54427","200.104.1",5,0,"x",8,0,0.2,0,3,3,13,FALSE,FALSE,47
"408","529edff640e51418c025a77b9e969938","354f380dce792b141f4d9a1da4e54427","200.104.1",6,0,"y",8,0.25,0.35,0.25,3,3,4,FALSE,FALSE,47
"409","5647ded67e72e2144bf350eeda806c71","7307628edfcd91a86bc5735eceb7d6b7","76.171.54",0,1,"x",7,0,0.2,0,3,3,12,FALSE,FALSE,100
"410","5647ded67e72e2144bf350eeda806c71","7307628edfcd91a86bc5735eceb7d6b7","76.171.54",1,1,"y",7,0.75,2.5,0.75,28,21,41,FALSE,FALSE,100
"411","5647ded67e72e2144bf350eeda806c71","7307628edfcd91a86bc5735eceb7d6b7","76.171.54",2,1,"y",7,0,0.2,0,3,3,6,FALSE,FALSE,100
"412","5647ded67e72e2144bf350eeda806c71","7307628edfcd91a86bc5735eceb7d6b7","76.171.54",3,1,"y",7,0.3,0,0.3,11,9,20,FALSE,FALSE,100
"413","5647ded67e72e2144bf350eeda806c71","7307628edfcd91a86bc5735eceb7d6b7","76.171.54",4,1,"x",7,0.0999999999999996,0.45,0.0999999999999996,7,7,14,FALSE,FALSE,100
"414","5647ded67e72e2144bf350eeda806c71","7307628edfcd91a86bc5735eceb7d6b7","76.171.54",5,1,"x",7,0.35,0.0999999999999996,0.35,5,5,8,FALSE,FALSE,100
"415","582a9b405c96b3f5869d15894014bf2d","7cf22bc0c02eb98d1d01e77ff62bb3be","108.7.147",0,0,"x",1,0.0999999999999996,0,0.0999999999999996,30,30,18,FALSE,FALSE,108
"416","59ed11d48432bd935c5d2bf626bc822e","c84ceea85c4d0e2c82bf60e4e2a80638","63.249.57",0,0,"y",8,0.775,0.2,0.75,46,28,2.25377314814815,FALSE,FALSE,169
"417","59ed11d48432bd935c5d2bf626bc822e","c84ceea85c4d0e2c82bf60e4e2a80638","63.249.57",1,0,"y",8,0,0,0,11,6,2.25365740740741,FALSE,FALSE,169
"418","59ed11d48432bd935c5d2bf626bc822e","c84ceea85c4d0e2c82bf60e4e2a80638","63.249.57",2,0,"x",8,0.55,0,0.55,2,2,2.25327546296296,FALSE,FALSE,169
"419","59ed11d48432bd935c5d2bf626bc822e","c84ceea85c4d0e2c82bf60e4e2a80638","63.249.57",3,0,"x",8,0.75,0.75,0.75,5,3,2.25438657407407,FALSE,FALSE,169
"420","59ed11d48432bd935c5d2bf626bc822e","c84ceea85c4d0e2c82bf60e4e2a80638","63.249.57",4,0,"x",8,0,0.55,0,3,3,2.25430555555556,FALSE,FALSE,169
"421","59ed11d48432bd935c5d2bf626bc822e","c84ceea85c4d0e2c82bf60e4e2a80638","63.249.57",5,0,"y",8,0.55,0.3,0.55,46,20,2.25471064814815,FALSE,FALSE,169
"422","59ed11d48432bd935c5d2bf626bc822e","c84ceea85c4d0e2c82bf60e4e2a80638","63.249.57",6,0,"y",8,0,0.0999999999999996,0.0999999999999996,4,3,12,FALSE,FALSE,169
"423","59ed11d48432bd935c5d2bf626bc822e","c84ceea85c4d0e2c82bf60e4e2a80638","63.249.57",7,0,"x",8,0.25,0.5,0.25,3,3,2.25431712962963,FALSE,FALSE,169
"424","5a6c63c645a6e0c21cd297b097489592","8f48cad4167891ab99e3f6e22cc1f8dc","69.132.219",0,0,"x",14,-0.25,0,0,14,13,22,TRUE,FALSE,123
"425","5a6c63c645a6e0c21cd297b097489592","8f48cad4167891ab99e3f6e22cc1f8dc","69.132.219",1,0,"y",14,0.0999999999999996,0.525,0.0999999999999996,9,9,46,TRUE,FALSE,123
"426","5a6c63c645a6e0c21cd297b097489592","8f48cad4167891ab99e3f6e22cc1f8dc","69.132.219",2,0,"x",14,0.55,0.525,0.55,24,13,59,FALSE,TRUE,123
"427","5a6c63c645a6e0c21cd297b097489592","8f48cad4167891ab99e3f6e22cc1f8dc","69.132.219",3,0,"y",14,0.35,0.35,0.35,15,8,1,FALSE,TRUE,123
"428","5a6c63c645a6e0c21cd297b097489592","8f48cad4167891ab99e3f6e22cc1f8dc","69.132.219",4,0,"y",14,0,0.0999999999999996,0.0999999999999996,4,3,50,FALSE,TRUE,123
"429","5a6c63c645a6e0c21cd297b097489592","8f48cad4167891ab99e3f6e22cc1f8dc","69.132.219",5,0,"x",14,0,0.2,0,5,4,15,FALSE,TRUE,123
"430","5a6c63c645a6e0c21cd297b097489592","8f48cad4167891ab99e3f6e22cc1f8dc","69.132.219",6,0,"x",14,1,0.575,0.575,16,15,36,FALSE,TRUE,123
"431","5a6c63c645a6e0c21cd297b097489592","8f48cad4167891ab99e3f6e22cc1f8dc","69.132.219",7,0,"y",14,0.6,0.75,0.6,18,13,1.1,FALSE,TRUE,123
"432","5a6c63c645a6e0c21cd297b097489592","8f48cad4167891ab99e3f6e22cc1f8dc","69.132.219",8,0,"y",14,0.3,0.0999999999999996,0.3,14,9,41,FALSE,TRUE,123
"433","5a6c63c645a6e0c21cd297b097489592","8f48cad4167891ab99e3f6e22cc1f8dc","69.132.219",9,0,"y",14,1,0.575,1,24,23,1.01666666666667,FALSE,TRUE,123
"434","5a6c63c645a6e0c21cd297b097489592","8f48cad4167891ab99e3f6e22cc1f8dc","69.132.219",10,0,"y",14,0,0.45,0,8,8,13,FALSE,TRUE,123
"435","5a6c63c645a6e0c21cd297b097489592","8f48cad4167891ab99e3f6e22cc1f8dc","69.132.219",11,0,"x",14,0.6,0.4,0.6,16,15,34,FALSE,TRUE,123
"436","5a6c63c645a6e0c21cd297b097489592","8f48cad4167891ab99e3f6e22cc1f8dc","69.132.219",12,0,"x",14,0.3,-0.25,0.3,6,6,11,FALSE,TRUE,123
"437","5d113a2f65bff52554ed1253ad3112d3","bda9a7fc5c5a6d0866945d5fa2069ad9","24.180.248",0,0,"x",14,0,0.2,0,19,13,36,TRUE,FALSE,157
"438","5d113a2f65bff52554ed1253ad3112d3","bda9a7fc5c5a6d0866945d5fa2069ad9","24.180.248",1,0,"y",14,0.25,0.5,0.25,7,7,11,TRUE,FALSE,157
"439","5d113a2f65bff52554ed1253ad3112d3","bda9a7fc5c5a6d0866945d5fa2069ad9","24.180.248",3,0,"y",14,0.3,0.2,0.3,4,4,13,FALSE,TRUE,157
"440","5d113a2f65bff52554ed1253ad3112d3","bda9a7fc5c5a6d0866945d5fa2069ad9","24.180.248",4,0,"y",14,1,0.775,1,38,13,1.25,FALSE,TRUE,157
"441","5d113a2f65bff52554ed1253ad3112d3","bda9a7fc5c5a6d0866945d5fa2069ad9","24.180.248",6,0,"x",14,0,0.2,0,3,3,8,FALSE,TRUE,157
"442","5d113a2f65bff52554ed1253ad3112d3","bda9a7fc5c5a6d0866945d5fa2069ad9","24.180.248",7,0,"y",14,0.35,0.4,0.35,2,2,4,FALSE,TRUE,157
"443","5d113a2f65bff52554ed1253ad3112d3","bda9a7fc5c5a6d0866945d5fa2069ad9","24.180.248",8,0,"x",14,0.6,0.55,0.6,3,3,7,FALSE,TRUE,157
"444","5d113a2f65bff52554ed1253ad3112d3","bda9a7fc5c5a6d0866945d5fa2069ad9","24.180.248",9,0,"x",14,0.35,0.525,0.35,5,5,10,FALSE,TRUE,157
"445","5d113a2f65bff52554ed1253ad3112d3","bda9a7fc5c5a6d0866945d5fa2069ad9","24.180.248",10,0,"x",14,1,0.8,1,11,8,17,FALSE,TRUE,157
"446","5d113a2f65bff52554ed1253ad3112d3","bda9a7fc5c5a6d0866945d5fa2069ad9","24.180.248",11,0,"y",14,0.6,0.7,0.7,9,7,23,FALSE,TRUE,157
"447","5d113a2f65bff52554ed1253ad3112d3","bda9a7fc5c5a6d0866945d5fa2069ad9","24.180.248",12,0,"y",14,0.55,0.6,0.55,5,4,15,FALSE,TRUE,157
"448","5d4270693cc78a9027bdf6397d06b98f","d3048e12578453b41f886ac51c207622","50.88.92",0,0,"x",23,0,0.25,0,17,10,3.56666666666667,TRUE,FALSE,174
"449","5d4270693cc78a9027bdf6397d06b98f","d3048e12578453b41f886ac51c207622","50.88.92",1,0,"y",23,0.55,0,0,109,28,3.16666666666667,TRUE,FALSE,174
"450","5d4270693cc78a9027bdf6397d06b98f","d3048e12578453b41f886ac51c207622","50.88.92",2,0,"y",23,0.0999999999999996,0.3,0.0999999999999996,4,4,5,FALSE,TRUE,174
"451","5d4270693cc78a9027bdf6397d06b98f","d3048e12578453b41f886ac51c207622","50.88.92",3,0,"y",23,1,1.4,1,37,24,43,FALSE,TRUE,174
"452","5d4270693cc78a9027bdf6397d06b98f","d3048e12578453b41f886ac51c207622","50.88.92",4,0,"y",23,0.3,0.6,0.3,9,9,14,FALSE,TRUE,174
"453","5d4270693cc78a9027bdf6397d06b98f","d3048e12578453b41f886ac51c207622","50.88.92",5,0,"x",23,0,0,0,11,6,15,FALSE,TRUE,174
"454","5d4270693cc78a9027bdf6397d06b98f","d3048e12578453b41f886ac51c207622","50.88.92",6,0,"x",23,0.6,-0.25,0.6,26,21,30,FALSE,TRUE,174
"455","5d4270693cc78a9027bdf6397d06b98f","d3048e12578453b41f886ac51c207622","50.88.92",7,0,"y",23,0,0.2,0.2,5,4,5,FALSE,TRUE,174
"456","5d4270693cc78a9027bdf6397d06b98f","d3048e12578453b41f886ac51c207622","50.88.92",8,0,"x",23,1,0,1,25,25,28,FALSE,TRUE,174
"457","5d4270693cc78a9027bdf6397d06b98f","d3048e12578453b41f886ac51c207622","50.88.92",9,0,"x",23,0.3,0,0,7,6,11,FALSE,TRUE,174
"458","5d4270693cc78a9027bdf6397d06b98f","d3048e12578453b41f886ac51c207622","50.88.92",10,0,"x",23,0.35,0,0,10,8,33,FALSE,TRUE,174
"459","5d4270693cc78a9027bdf6397d06b98f","d3048e12578453b41f886ac51c207622","50.88.92",12,0,"y",23,0.775,0.25,0.775,21,16,22,FALSE,TRUE,174
"460","5d4270693cc78a9027bdf6397d06b98f","d3048e12578453b41f886ac51c207622","50.88.92",13,0,"y",23,0.2,0.35,0.2,14,9,15,FALSE,TRUE,174
"461","5d4270693cc78a9027bdf6397d06b98f","d3048e12578453b41f886ac51c207622","50.88.92",14,0,"y",23,0.3,0.2,0.3,14,8,27,FALSE,TRUE,174
"462","5d4270693cc78a9027bdf6397d06b98f","d3048e12578453b41f886ac51c207622","50.88.92",15,0,"x",23,0.3,-0.25,0.3,17,11,20,FALSE,TRUE,174
"463","5d4270693cc78a9027bdf6397d06b98f","d3048e12578453b41f886ac51c207622","50.88.92",16,0,"x",23,0.5,-0.25,0.5,10,10,28,FALSE,TRUE,174
"464","5d4270693cc78a9027bdf6397d06b98f","d3048e12578453b41f886ac51c207622","50.88.92",17,0,"x",23,0.6,0,0.6,13,13,12,FALSE,TRUE,174
"465","5d4270693cc78a9027bdf6397d06b98f","d3048e12578453b41f886ac51c207622","50.88.92",18,0,"x",23,0.75,0,0.75,20,20,18,FALSE,TRUE,174
"466","5d4270693cc78a9027bdf6397d06b98f","d3048e12578453b41f886ac51c207622","50.88.92",19,0,"x",23,0.55,0.25,0.25,20,14,17,FALSE,TRUE,174
"467","5d4270693cc78a9027bdf6397d06b98f","d3048e12578453b41f886ac51c207622","50.88.92",20,0,"x",23,0.5,0.2,0.5,7,7,9,FALSE,TRUE,174
"468","5d4270693cc78a9027bdf6397d06b98f","d3048e12578453b41f886ac51c207622","50.88.92",21,0,"y",23,0,0.2,0.2,5,4,6,FALSE,TRUE,174
"469","5ff663e509bd6ad5f4dac4e12d451678","57684f66911bcc1648506a0d02c702c6","108.11.203",0,0,"x",7,0.0999999999999996,0,0.0999999999999996,12,6,17,FALSE,FALSE,76
"470","5ff663e509bd6ad5f4dac4e12d451678","57684f66911bcc1648506a0d02c702c6","108.11.203",1,0,"x",7,0.75,0.775,0.75,2,2,13,FALSE,FALSE,76
"471","5ff663e509bd6ad5f4dac4e12d451678","57684f66911bcc1648506a0d02c702c6","108.11.203",2,0,"y",7,0,0.2,0,3,3,46,FALSE,FALSE,76
"472","5ff663e509bd6ad5f4dac4e12d451678","57684f66911bcc1648506a0d02c702c6","108.11.203",4,0,"x",7,0,-1.25,0,6,6,11,FALSE,FALSE,76
"473","60164ce2a67ec02cc422cd036f28e6d1","c5a05fee8eac108f7ae4d9783bb322b0","184.35.6",0,0,"x",14,0,0,0,16,4,10.3333333333333,TRUE,FALSE,165
"474","60164ce2a67ec02cc422cd036f28e6d1","c5a05fee8eac108f7ae4d9783bb322b0","184.35.6",1,0,"y",14,0.3,-1.25,0.3,60,35,42,TRUE,FALSE,165
"475","60164ce2a67ec02cc422cd036f28e6d1","c5a05fee8eac108f7ae4d9783bb322b0","184.35.6",5,0,"x",14,1,0.675,1,10,10,22,FALSE,TRUE,165
"476","60164ce2a67ec02cc422cd036f28e6d1","c5a05fee8eac108f7ae4d9783bb322b0","184.35.6",6,0,"x",14,0.5,0.525,0.5,2,2,7,FALSE,TRUE,165
"477","60164ce2a67ec02cc422cd036f28e6d1","c5a05fee8eac108f7ae4d9783bb322b0","184.35.6",7,0,"x",14,0,0.4,0,7,7,27,FALSE,TRUE,165
"478","60164ce2a67ec02cc422cd036f28e6d1","c5a05fee8eac108f7ae4d9783bb322b0","184.35.6",8,0,"x",14,0.3,0.5,0.3,5,5,11,FALSE,TRUE,165
"479","60164ce2a67ec02cc422cd036f28e6d1","c5a05fee8eac108f7ae4d9783bb322b0","184.35.6",9,0,"y",14,0,0.525,0,10,10,18,FALSE,TRUE,165
"480","60164ce2a67ec02cc422cd036f28e6d1","c5a05fee8eac108f7ae4d9783bb322b0","184.35.6",10,0,"x",14,0.35,0.0999999999999996,0.35,5,5,4.25,FALSE,TRUE,165
"481","60164ce2a67ec02cc422cd036f28e6d1","c5a05fee8eac108f7ae4d9783bb322b0","184.35.6",11,0,"x",14,0.5,0.55,0.5,3,3,9,FALSE,TRUE,165
"482","60164ce2a67ec02cc422cd036f28e6d1","c5a05fee8eac108f7ae4d9783bb322b0","184.35.6",12,0,"x",14,0.575,0.6,0.575,2,2,2,FALSE,TRUE,165
"483","635826cb680ce103aecb3b1e384b70b4","fc5ec757490d8b3076d091fd451abeee","81.246.247",0,0,"x",12,-0.25,0.25,-0.25,12,12,19,TRUE,FALSE,201
"484","635826cb680ce103aecb3b1e384b70b4","fc5ec757490d8b3076d091fd451abeee","81.246.247",1,0,"y",12,0.3,0.45,0.3,4,4,5,TRUE,FALSE,201
"485","635826cb680ce103aecb3b1e384b70b4","fc5ec757490d8b3076d091fd451abeee","81.246.247",2,0,"x",12,0.3,0.675,0.3,10,9,19,FALSE,TRUE,201
"486","635826cb680ce103aecb3b1e384b70b4","fc5ec757490d8b3076d091fd451abeee","81.246.247",3,0,"y",12,0,0.2,0,14,13,22,FALSE,TRUE,201
